"Story","Title","Result","Date","Stability","Duration (s)"
"Acessar a página usuarios do sistema Leiloes","Acessar a pagina Usuarios","ERROR","2018-05-27T06:59:54.755-03:00[America/Sao_Paulo]","0.0","28.93"
