"Story","Title","Result","Date","Stability","Duration (s)"
"Acessar a página usuarios do sistema Leiloes","Cadastrar novo usuario","ERROR","2018-05-31T03:33:48.054-03:00[America/Sao_Paulo]","0.0","14.81"
