"Story","Title","Result","Date","Stability","Duration (s)"
"Acessar a página usuarios do sistema Leiloes","Cadastrar novo leilao sem preencher os campos obrigatorios","PENDING","2018-06-02T22:10:16.194-03:00[America/Sao_Paulo]","0.0","19.79"
